client_id,client_name,investment_director,institution_type,city,state,country,region,assets,security
1638,Dekalb Regional Medical Center,Cory Little,Hospital,Dallas,Texas,United States,United States,1108069,Standard
594,Children's Development Trust,Herman Vega,Cultural & Environmental,Indianapolis,Indiana,United States,United States,299293,Standard
2008,The Children's Investment Fund Foundation,Steven Huang,Sovereign Wealth Fund,Beijing,,China,China,0,High
1600,Children's Liver Disease Foundation,Steven Huang,Sovereign Wealth Fund,Beijing,,China,China,176800000,High
1027,Kuvalis-Pouros,Toby Maxwell,Family,Kansas City,Missouri,United States,United States,2912000,High
107,St Vincent'S Chilton,Kenneth Boone,Independent School,Wallingford,Connecticut,United States,United States,167449,Standard
2327,Gill Foundation,Arthur Medina,Foundation,Indianapolis,Indiana,United States,United States,72800,Standard
916,DeVry Institute of Technology,Alexander Simmons,College & University,Oxford,,United Kingdom,United Kingdom,184080,Standard
1227,Global Village Foundation,Arthur Medina,Foundation,San Franciso,California,United States,United States,77273,Standard
111,Boyle Group,Erik Alvarez,Religious Institution,Indianapolis,Indiana,United States,United States,102216,Standard
1427,Schiller-Johnson,Darryl Mitchell,Family,Gloucestershire,,United Kingdom,United Kingdom,24759,High
1681,Grassroots Business Fund,Rufus Bailey,Foundation,Horsham,,United Kingdom,United Kingdom,307944,Standard
1851,"Hilll, Hickle and Wisozk",Erik Alvarez,Religious Institution,London,,United Kingdom,United Kingdom,4576000,Medium
109,Community Network Projects,Erik Alvarez,Religious Institution,New York,New York,United States,United States,13091934,Standard
1925,Choctaw General Hospital,Steven Huang,Sovereign Wealth Fund,Beijing,,China,China,0,High
2162,Columbia Union College,Steven Huang,Sovereign Wealth Fund,Beijing,,China,China,0,Standard
575,Dickinson State University,Hope Walsh,College & University,Cincinnati,Ohio,United States,United States,993313,Standard
1144,Elmore Community Hospital,Cory Little,Hospital,Duarte,California,United States,United States,259006,Standard
2354,Drosos Foundation,Diane McGuire,Government,San Jose,California,United States,United States,0,Standard
1805,Schamberger-McCullough,Diane McGuire,Government,Zurich,,Switzerland,Europe ex UK,9067503,Standard
1661,Dillard University,Hope Walsh,College & University,New York,New York,United States,United States,257746,Standard
1432,Dominican College,Alexander Simmons,College & University,Cambridge,,United Kingdom,United Kingdom,61360,Standard
1171,Drake University,Hope Walsh,College & University,Claremont,California,United States,United States,1245113,Standard
1698,The Heritage Foundation,Arthur Medina,Foundation,San Francisco,California,United States,United States,0,Standard
1607,Holt International Children's Services,Arthur Medina,Foundation,Honolulu,Hawaii,United States,United States,110581,Standard
1842,International Children Assistance Network,Arthur Medina,Foundation,Bethesda,Maryland,United States,United States,24819,High
2464,International Foundation for Electoral Systems,Arthur Medina,Foundation,Bethesda,Maryland,United States,United States,155648,Standard
92,Drexel University,Hope Walsh,College & University,Potsdam,New York,United States,United States,185647,Standard
1905,Drury College,Hope Walsh,College & University,Clemson,South Carolina,United States,United States,760543,Standard
2140,D W Mcmillan Memorial Hospital,Cory Little,Hospital,Beachwood,Ohio,United States,United States,9152000,High
999,International Literacy Foundation,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,58377,High
1129,International Union for Conservation of Nature,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,241316,Standard
1609,"Spencer, Schumm and Gulgowski",Toby Maxwell,Family,Prides Crossing,Massachusetts,United States,United States,156000,High
2499,Pagac and Sons,Diane McGuire,Government,Ada,Oklahoma,United States,United States,269043,Standard
1988,Eppley Foundation,Kenneth Boone,Independent School,Los Angeles,California,United States,United States,197579,Standard
120,Earlham College,Hope Walsh,College & University,Waterville,Maine,United States,United States,890520,Standard
130,Edgewood College,Hope Walsh,College & University,Hamilton,New York,United States,United States,962765,Standard
1370,Jane Goodall Institute,Arthur Medina,Foundation,San Francisco,California,United States,United States,394735,Standard
2247,Elizabethtown College,Hope Walsh,College & University,Detroit,Michigan,United States,United States,81606,Standard
2256,Elmhurst College,Hope Walsh,College & University,Bar Harbor,Maine,United States,United States,63459,Standard
140,Emmanuel College,Hope Walsh,College & University,New York,New York,United States,United States,10546640,Standard
160,Jesse's Journey,Arthur Medina,Foundation,New York,New York,United States,United States,567840,Standard
2286,John A. Hartford Foundation,Arthur Medina,Foundation,Dallas,Texas,United States,United States,309992,Standard
1890,Knut and Alice Wallenberg Foundation,Arthur Medina,Foundation,New York,New York,United States,United States,1071200,Standard
2294,Quigley LLC,Toby Maxwell,Family,New York,New York,United States,United States,83200,High
2575,Kunde LLC,Toby Maxwell,Family,Boston,Massachusetts,United States,United States,16640,High
938,Konrad Adenauer Foundation,Rufus Bailey,Foundation,Torino,,Italy,Europe ex UK,0,Standard
1182,"Hilpert, Gusikowski and Kreiger",Toby Maxwell,Family,Tampa,Florida,United States,United States,62400,High
163,Gadsden Regional Medical Center,Cory Little,Hospital,Greensboro,North Carolina,United States,United States,677650,Standard
1118,Anderson Inc,Toby Maxwell,Family,West Hartford,Connecticut,United States,United States,44113,High
166,Emporia State University,Hope Walsh,College & University,New London,Connecticut,United States,United States,324215,Standard
1896,Laidlaw Foundation,Arthur Medina,Foundation,Hartford,Connecticut,United States,United States,114121,Standard
1376,"Weissnat, Ebert and Torphy",Herman Vega,Cultural & Environmental,Fishers,Indiana,United States,United States,118864,Standard
2363,"Murphy, Morar and Block",Lena Goodwin,Special Purpose Trust,Arlington,Virginia,United States,United States,185120,Standard
834,Hoeger Group,Frank Garner,Corporation,New York,New York,United States,United States,226306,Standard
2434,Community Hospital Inc,Kenneth Boone,Insurance Company,Boston,Massachusetts,United States,United States,1560000,Standard
1580,Habitat for Humanity,Kenneth Boone,Insurance Company,Boston,Massachusetts,United States,United States,1560000,Standard
2486,Libra Foundation,Arthur Medina,Foundation,Fort Worth,Texas,United States,United States,0,Standard
919,Make-A-Wish Foundation,Arthur Medina,Foundation,Landsdowne,Virginia,United States,United States,728000,Medium
1959,Atmore Community Hospital,Estelle Rowe,Corporation,Manchester,,United Kingdom,United Kingdom,6240000,High
170,Emory University,Hope Walsh,College & University,Ithaca,New York,United States,United States,6240000,Standard
780,International Fund for Animal Welfare,Frank Garner,Corporation,Corning,New York,United States,United States,2021717,Standard
2143,"Turner, Jaskolski and O'Hara",Toby Maxwell,Family,Kansas City,Missouri,United States,United States,137338,High
693,Evergreen State College,Alexander Simmons,College & University,Cambridge,,United Kingdom,United Kingdom,83200,Standard
1241,Fairfield University,Alexander Simmons,College & University,Oxford,,United Kingdom,United Kingdom,52096,Standard
1483,Corkery Group,Darryl Mitchell,Family,Celerina,,Switzerland,Europe ex UK,15780,High
1237,Material World Charitable Foundation,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,146671,Standard
173,Duquesne University,Erik Alvarez,Member Organization,New York,New York,United States,United States,457160,Standard
2471,East Central University,Kenneth Boone,Insurance Company,Bloomington,Illinois,United States,United States,0,Standard
1244,Mercy Corps,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,40968,Standard
2410,Bogan LLC,Darryl Mitchell,Family,Tortola,,"Virgin Islands, British",Europe ex UK,176239,High
1620,Michael & Susan Dell Foundation,Arthur Medina,Foundation,Boston,Massachusetts,United States,United States,12502,Standard
1529,National Collegiate Cancer Foundation,Steven Huang,Foundation,,,Hong Kong,China,303436,Standard
1248,"Borer, Reichel and Emard",Toby Maxwell,Family,Dallas,Texas,United States,United States,832000,High
1235,Brekke and Sons,Darryl Mitchell,Family,Geneva,,Switzerland,Europe ex UK,16260076,High
1847,Emerson College,Herman Vega,Cultural & Environmental,Bentonville,Arkansas,United States,United States,669446,Medium
2397,Prohaska-Koelpin,Darryl Mitchell,Family,St. Peter Port,,Guernsey,United Kingdom,468000,High
336,Nobel Foundation,Arthur Medina,Foundation,New York,New York,United States,United States,408535,Standard
2483,Fairleigh Dickinson University,Hope Walsh,College & University,Milton,Massachusetts,United States,United States,103719,Standard
1993,"Raynor, D'Amore and Gleason",Darryl Mitchell,Family,Overijse,,Belgium,Europe ex UK,48866,High
2266,Waters Inc,Darryl Mitchell,Family,St. Melier,,Jersey,United Kingdom,55879,High
743,"Spencer, Gerlach and Schumm",Toby Maxwell,Family,Dayton,Ohio,United States,United States,824621,High
1589,John D. and Catherine T. MacArthur Foundation,Herman Vega,Cultural & Environmental,Colmo,California,United States,United States,77915,Standard
1363,ONS Foundation,Arthur Medina,Foundation,Bethesda,Maryland,United States,United States,1168595,Standard
717,Ortiz Group,Toby Maxwell,Family,San Antonio,Texas,United States,United States,57433,High
2071,Opportunity International,Arthur Medina,Foundation,Los Angeles,California,United States,United States,251573,Standard
393,Orbis International,Arthur Medina,Foundation,New York,New York,United States,United States,238780,Standard
1174,Fayette Medical Center,Cory Little,Hospital,Boston,Massachusetts,United States,United States,1354612,Standard
1337,Fayetteville State University,Hope Walsh,College & University,Charlottesville,Virginia,United States,United States,182000,Standard
1493,"Jacobson, Marquardt and Hackett",Toby Maxwell,Family,New York,New York,United States,United States,41600,High
190,Ferris State University,Hope Walsh,College & University,Hanover,New Hampshire,United States,United States,5794318,Standard
2320,Oxfam,Arthur Medina,Foundation,New York,New York,United States,United States,9247,Standard
203,Fielding Institute,Hope Walsh,College & University,Davidson,North Carolina,United States,United States,851523,Standard
539,McClure LLC,Toby Maxwell,Family,Providence,Rhode Island,United States,United States,221520,High
973,"Swift, Rodriguez and Buckridge",Darryl Mitchell,Family,London,,United Kingdom,United Kingdom,34580,High
572,Fitchburg State College,Hope Walsh,College & University,Newark,Delaware,United States,United States,1681948,Standard
185,Fontbonne College,Hope Walsh,College & University,Granville,Ohio,United States,United States,892354,Standard
2034,Emory & Henry College,Frank Garner,Corporation,Denver,Colorado,United States,United States,737216,Standard
1240,Fordham University,Hope Walsh,College & University,Denver,Colorado,United States,United States,520000,Standard
193,Fort Hays State University,Hope Walsh,College & University,Indianapolis,Indiana,United States,United States,514750,Standard
1428,Kuvalis-Crona,Darryl Mitchell,Family,Sutherland,,United Kingdom,United Kingdom,46946,High
195,Fort Lewis College,Hope Walsh,College & University,Carlisle,Pennsylvania,United States,United States,198084,Standard
1316,Mercy International Foundation,Lena Goodwin,Special Purpose Trust,Bozeman,Montana,United States,United States,1737067,Standard
2063,Network for Good,Kenneth Boone,Independent School,Auckland,,New Zealand,Australia-NZ,569191,Standard
561,Fairmont State College,Erik Alvarez,Religious Institution,Providence,Rhode Island,United States,United States,295835,Standard
1350,Frami Inc,Darryl Mitchell,Family,Brussels,,Belgium,Europe ex UK,31200,High
2565,Kuhlman-Pouros,Lena Goodwin,Union,Los Angeles,California,United States,United States,3536000,Standard
2019,Operation Blessing International,Diane McGuire,Government,Washington,District of Columbia,United States,United States,5397600,High
779,Ormiston Trust,Frank Garner,Corporation,Pittsburgh,Pennsylvania,United States,United States,5512000,Standard
513,Rockefeller Foundation,Arthur Medina,Foundation,New York,New York,United States,United States,1798399,Standard
850,Schroeder-McCullough,Darryl Mitchell,Family,George Town,,Cayman Islands,Europe ex UK,1948318,High
1259,Franklin and Marshall College,Alexander Simmons,College & University,Cambridge,,United Kingdom,United Kingdom,31200,Standard
2079,Mann Inc,Euduardo Munoz,Family,Santiago,,Chile,Latin America,920690,High
2492,Franklin University,Hope Walsh,College & University,Des Moines,Iowa,United States,United States,177415,Standard
1558,Samsara Foundation,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,245654,Standard
2166,Roob-Wyman,Euduardo Munoz,Family,Mg,,Brazil,Latin America,154383,High
698,"Langworth, Brekke and Hodkiewicz",Toby Maxwell,Family,Newport Beach,California,United States,United States,190332,High
2432,Rath-O'Keefe,Frank Garner,Corporation,Cincinnati,Ohio,United States,United States,0,Standard
1203,Herman-Lehner,Darryl Mitchell,Family,London,,United Kingdom,United Kingdom,85826,High
1442,Simone and Cino Del Duca Foundation,Arthur Medina,Foundation,Duluth,Minnesota,United States,United States,59838,Standard
194,Frostburg State University,Hope Walsh,College & University,Durham,North Carolina,United States,United States,10144187,Standard
1705,"Rogahn, McLaughlin and Quigley",Toby Maxwell,Family,New York,New York,United States,United States,1457181,High
2367,Furman University,Hope Walsh,College & University,Pittsburgh,Pennsylvania,United States,United States,372025,Standard
1046,Friesen LLC,Toby Maxwell,Family,Delray Beach,Florida,United States,Canada,232526,High
1532,St. Baldrick's Foundation,Arthur Medina,Foundation,New York,New York,United States,United States,43898,Standard
1617,"Rempel, Frami and Wilderman",Toby Maxwell,Family,Pasadena,California,United States,United States,136323,High
615,Gallaudet University,Hope Walsh,College & University,Richmond,Indiana,United States,United States,313210,Standard
184,Fisk University,Herman Vega,Cultural & Environmental,Dearborn,Michigan,United States,United States,429050,Standard
1782,Romaguera and Sons,Erik Alvarez,Member Organization,Boston,Massachusetts,United States,United States,20613,Standard
2358,Starlight Children's Foundation,Rufus Bailey,Foundation,Warsaw,,Poland,Europe ex UK,88400,Standard
2064,"Sporer, Ankunding and Bailey",Estelle Rowe,Corporation,Luxembourg City,,Luxembourg,Europe ex UK,73855,Standard
1499,"Ernser, Crooks and Langworth",Toby Maxwell,Family,Cheyenne,Wyoming,United States,United States,2930935,High
1893,Surdna Foundation,Arthur Medina,Foundation,Mineola,New York,United States,United States,18836,Standard
2104,Taproot Foundation,Arthur Medina,Foundation,New Haven,Connecticut,United States,United States,89026,Standard
1258,Tom Joyner Foundation,Arthur Medina,Foundation,Beverly Hills,California,United States,United States,106136,Standard
1392,Fresno Pacific University,Frank Garner,Corporation,Hamilton,,Bermuda,United States,203248,Standard
2553,Stroman-Lind,Darryl Mitchell,Family,Amsterdam,,Netherlands,Europe ex UK,208000,High
1672,UNICEF,Arthur Medina,Foundation,New York,New York,United States,United States,68120,High
2300,O'Kon and Sons,Darryl Mitchell,Family,London,,United Kingdom,United Kingdom,270400,High
2513,"Rippin, Wehner and Bogisich",Darryl Mitchell,Family,St.Peter Port,,Guernsey,United Kingdom,62400,High
1472,Trantow LLC,Lisa Carlson,Family,Wanchai,,Hong Kong,China,58247,High
1709,Gannon University,Hope Walsh,College & University,Boston,Massachusetts,United States,United States,178075,Standard
944,Russellville Hospital,Cory Little,Hospital,Concord,Massachusetts,United States,United States,78755,Standard
2059,Scaife Family Foundation,Elaine McKinney,Sovereign Wealth Fund,Abu Dhabi,,United Arab Emirates,Middle East & Africa,10400000,Medium
1663,Bednar-DuBuque,Joshua Lam,Corporation,Abu Dhabi,,United Arab Emirates,Middle East & Africa,280800,Standard
735,Geneva College,Hope Walsh,College & University,Emory,Virginia,United States,United States,88113,Standard
213,George Fox College,Hope Walsh,College & University,Atlanta,Georgia,United States,United States,7117555,Standard
2545,United Way Worldwide,Frank Garner,Corporation,Calgary,Alberta,Canada,Canada,31200,Standard
1037,United Nations Foundation,Arthur Medina,Foundation,New York,New York,United States,United States,79449,Standard
1307,"Koepp, Bins and Hettinger",Kenneth Boone,Insurance Company,Pembroke,,Bermuda,United States,38516,Standard
1874,O'Hara LLC,Erik Alvarez,Member Organization,Sydney,,Australia,Australia-NZ,4969472,Medium
1723,Varkey Foundation,Arthur Medina,Foundation,Washington,District of Columbia,United States,United States,17848,Standard
723,The W. Garfield Weston Foundation,Belinda Cobb,Foundation,New York,New York,United States,United States,40501,Standard
1822,Golden Gate University,Erik Alvarez,Religious Institution,Cambridge,Massachusetts,United States,United States,68487,Standard
215,Wiregrass Medical Center,Kenneth Boone,Independent School,Alexandria,Virginia,United States,United States,141088,Standard
932,"Johns, Douglas and Ebert",Kenneth Boone,Independent School,Dallas,Texas,United States,United States,21792,Standard
694,Botsford LLC,Lena Goodwin,Special Purpose Trust,Savannah,Georgia,United States,United States,364699,Standard
2531,Brekke-Schneider,Darryl Mitchell,Family,Tortola,,"Virgin Islands, British",United Kingdom,34666,High
1995,W. K. Kellogg Foundation,Belinda Cobb,Foundation,Erie,Pennsylvania,United States,United States,250603,Standard
908,The Walter and Duncan Gordon Foundation,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,873854,Medium
1397,George Washington University,Alexander Simmons,College & University,Windsor,,United Kingdom,United Kingdom,52000,Standard
2208,The Winnipeg Foundation,Belinda Cobb,Foundation,Indianapolis,Indiana,United States,United States,381534,Standard
1149,Woodrow Wilson National Fellowship Foundation,Belinda Cobb,Foundation,Washington,District of Columbia,United States,United States,205295,Standard
1981,Steuber-Sanford,Toby Maxwell,Family,New York,New York,United States,United States,728000,High
1651,Hermiston-Stark,Toby Maxwell,Family,Chicago,Illinois,United States,United States,624000,High
677,World Literacy Foundation,Colleen Hayes,Foundation,San Francisco,California,United States,United States,532091,High
1183,Rau-Hand,Darryl Mitchell,Family,,,Luxembourg,Europe ex UK,53040,High
1758,Reichert-Botsford,Herman Vega,Cultural & Environmental,Brooklyn,New York,United States,United States,177258,Standard
2484,Goldey-Beacom College,Frank Garner,Corporation,Chicago,Illinois,United States,United States,15600000,Standard
1143,Gettysburg College,Alexander Simmons,College & University,Oxford,,United Kingdom,United Kingdom,36400,Standard
69,Red Bay Hospital,Cory Little,Hospital,Exeter,New Hampshire,United States,United States,283726,Standard
2645,444S Foundation,Kenneth Boone,Insurance Company,Waltham,Massachusetts,United States,United States,4160000,Standard
1900,Kerluke and Sons,Toby Maxwell,Family,Hunting Valley,Ohio,United States,United States,117644,High
742,Heller LLC,Darryl Mitchell,Family,,,"Virgin Islands, British",Europe ex UK,465189,High
1246,Wyman-Block,Diane McGuire,Government,Fallon,Nevada,United States,United States,61023,Standard
1361,Kiehn Group,Darryl Mitchell,Family,,,"Virgin Islands, British",Europe ex UK,424728,High
1381,Anderson Group,Lisa Carlson,Family,Manama,,Bahrain,Middle East & Africa,52000,High
1480,World Scout Foundation,Belinda Cobb,Foundation,Livermore,California,United States,United States,29120,Standard
2413,Mertz and Sons,Toby Maxwell,Family,Lake Forest,Illinois,United States,United States,0,High
1877,Hale County Hospital,Cory Little,Hospital,Warrenton,Virginia,United States,United States,135975,Standard
1934,"Hickle, Mohr and Schulist",Darryl Mitchell,Family,Geneve,,Switzerland,Europe ex UK,218218,High
1667,Stoltenberg-Jacobs,Lena Goodwin,Special Purpose Trust,Washington,District of Columbia,United States,United States,606331,Standard
2554,Southeast Alabama Medical Center,Diane McGuire,Government,Newark,New Jersey,United States,United States,490927,Medium
991,Kohler and Sons,Erik Alvarez,Member Organization,New York,New York,United States,United States,59247,Standard
1229,McLaughlin-Auer,Darryl Mitchell,Family,Tortola,,"Virgin Islands, British",Europe ex UK,283878,High
1770,"Osinski, Konopelski and Homenick",Toby Maxwell,Family,Boston,Massachusetts,United States,United States,371541,High
2412,2032 Trust,Belinda Cobb,Foundation,West Newton,Massachusetts,United States,United States,51618,Standard
2638,Rohan and Sons,Lisa Carlson,Family,Grand Cayman,,Cayman Islands,Middle East & Africa,312000,High
745,786 Foundation,Belinda Cobb,Foundation,Kalamazoo,Michigan,United States,United States,595281,Standard
206,A.J. Scherr Jr. Foundation #2,Belinda Cobb,Foundation,Chicago,Illinois,United States,United States,66613,Standard
1336,Schaden-Dickens,Euduardo Munoz,Family,Panama City,,Panama,Latin America,0,High
1005,Prohaska and Sons,Darryl Mitchell,Family,,,Switzerland,Europe ex UK,104878,High
2634,Runolfsdottir-Roob,Lisa Carlson,Family,Nanning,,China,China,1040000,High
2535,Torp-Beahan,Diane McGuire,Government,Greenwood Villa,Colorado,United States,United States,5064800,Standard
1365,"Bauch, Gutkowski and Braun",Euduardo Munoz,Family,Santiago,,Chile,Latin America,33851,High
1562,"Kulas, Kuhic and Heathcote",Erik Alvarez,Religious Institution,Boston,Massachusetts,United States,United States,937147,Standard
1296,"Schinner, Predovic and Stoltenberg",Darryl Mitchell,Family,London,,United Kingdom,United Kingdom,476932,High
361,Nolan LLC,Toby Maxwell,Family,New York,New York,United States,United States,677456,High
2244,"Rowe, Moore and Kiehn",Toby Maxwell,Family,Laguna Beach,California,United States,United States,62400,High
2245,A&A Fund,Belinda Cobb,Foundation,Corona Del Mar,California,United States,United States,31200,Standard
1285,"Becker, Runolfsson and Nicolas",Darryl Mitchell,Family,St. Stampson,,Guernsey,United Kingdom,35781,High
1038,Schumm LLC,Darryl Mitchell,Family,London,,United Kingdom,United Kingdom,383278,High
282,Flowers Hospital,Cory Little,Hospital,Burlington,Vermont,United States,United States,228800,Standard
2510,Abahac,Belinda Cobb,Foundation,Los Angeles,California,United States,United States,163325,Standard
1904,"Von, Kihn and Roob",Toby Maxwell,Family,San Angelo,Texas,United States,United States,259977,High
226,Abbot Laboratories,Belinda Cobb,Foundation,Phoenix,Arizona,United States,United States,231092,Standard
2316,Accokeek Foundation,Lena Goodwin,Special Purpose Trust,Cincinnati,Ohio,United States,United States,642014,Standard
2051,Gonzaga University,Hope Walsh,College & University,Miami,Florida,United States,United States,295118,Standard
573,Goshen College,Hope Walsh,College & University,Gainesville,Florida,United States,United States,2257205,Standard
1447,Goucher College,Hope Walsh,College & University,Tallahassee,Florida,United States,United States,627649,Standard
2339,Bruen LLC,Estelle Rowe,Corporation,Altricham,,United Kingdom,United Kingdom,208000,Standard
2010,Abe & Frances Lastfogel Foundation,Rufus Bailey,Foundation,Luxembourg,,Luxembourg,Europe ex UK,3328000,Standard
2381,Abe Wouk Foundation,Rufus Bailey,Foundation,Turin,,Italy,Europe ex UK,0,Standard
1752,Abelard Foundation,Rufus Bailey,Foundation,Padova,,Italy,Europe ex UK,92962,Standard
2241,Abell Foundation,Rufus Bailey,Foundation,Firenze,,Italy,Europe ex UK,197939,Medium
1408,Abercrombie Foundation,Belinda Cobb,Foundation,Roseburg,Oregon,United States,United States,957366,Standard
187,Abraham & Rose Ellis Foundation,Colleen Hayes,Foundation,New York,New York,United States,United States,11825424,Medium
318,Greenleaf University,Herman Vega,Cultural & Environmental,Detroit,Michigan,United States,United States,167133,High
1411,Abramson Family Foundation,Belinda Cobb,Foundation,Delray,Florida,United States,United States,72180,Standard
1768,Achelis Foundation,Glenn Lloyd,Foundation,Auckland,,New Zealand,Australia-NZ,984538,Standard
1970,Gulgowski-Schumm,Toby Maxwell,Family,Boston,Massachusetts,United States,United States,7107,High
1302,Acorn Foundation,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,72755,Standard
1895,Acriel Foundation,Belinda Cobb,Foundation,Baltimore,Maryland,United States,United States,223473,Standard
1328,Highlands Medical Center,Cory Little,Hospital,Baton Rouge,Louisiana,United States,United States,1510323,Standard
196,Grace College,Hope Walsh,College & University,Lancaster,Pennsylvania,United States,United States,278796,Standard
1048,Active Element Foundation,Belinda Cobb,Foundation,Franklin,Virginia,United States,United States,36374,Standard
1809,Marquardt LLC,Erik Alvarez,Member Organization,Seattle,Washington,United States,United States,227805,Standard
182,VonRueden-Schumm,Erik Alvarez,Member Organization,New York,New York,United States,United States,80297,Standard
227,"Jacobi, Schoen and Hahn",Herman Vega,Cultural & Environmental,New York,New York,United States,United States,396888,Standard
353,Harvard University,Kenneth Boone,Insurance Company,Hamilton,,Bermuda,United Kingdom,1595713,Standard
2695,Alex C. Walker Educational & Charitable Foundation,Diane McGuire,Government,Adelaide,South Australia,Australia,Australia-NZ,36400000,Standard
438,Grand Valley State University,Hope Walsh,College & University,Greenville,South Carolina,United States,United States,420166,Standard
1669,Alexander & Adelaide Hixon Fund,Lena Goodwin,Sovereign Wealth Fund,Melbourne,,Australia,Australia-NZ,105040000,High
1283,Hamill-Kautzer,Frank Garner,Corporation,Newark,Delaware,United States,United States,869384,Standard
1790,Cole-White,Lena Goodwin,Special Purpose Trust,Chicago,Illinois,United States,United States,410233,Standard
1597,"Muller, Miller and Leannon",Toby Maxwell,Family,Austin,Texas,United States,United States,58031,High
1357,Hane Inc,Toby Maxwell,Family,Avon,Connecticut,United States,United States,26992,High
1911,Hastings College,Kenneth Boone,Insurance Company,Cincinnati,Ohio,United States,United States,1560000,Medium
1156,Alfred S. Gage Foundation,Erik Alvarez,Member Organization,London,,United Kingdom,United Kingdom,312000,Standard
1064,Grinnell College,Alexander Simmons,College & University,Cambridge,,United Kingdom,United Kingdom,182954,Standard
969,Adam Richter Charitable Trust,Belinda Cobb,Foundation,Kirkland,Washington,United States,United States,53527403,Standard
1628,Considine-Schultz,Toby Maxwell,Family,San Francisco,California,United States,United States,37470,High
2213,Adobe Philanthropy Council,Belinda Cobb,Foundation,Chicago,Illinois,United States,United States,197466,Standard
1808,Bergstrom-Murray,Darryl Mitchell,Family,Geneva,,Switzerland,Europe ex UK,57200,High
1284,"Bailey, Reinger and Runolfsdottir",Frank Garner,Corporation,Minneapolis,Minnesota,United States,United States,2122640,Standard
2433,Alice M. Wright/Edith Goode Foundation,Frank Garner,Corporation,New York,New York,United States,United States,0,Standard
2263,Christiansen LLC,Elaine McKinney,Government,Abu Dhabi,,United Arab Emirates,Middle East & Africa,1040000,Medium
1560,Lockman-Willms,Kenneth Boone,Insurance Company,Hamilton,,Bermuda,United States,73473,Standard
1747,Kunze-Reichel,Darryl Mitchell,Family,Geneva,,Switzerland,Europe ex UK,0,High
1561,University Of Alabama Hospital,Kenneth Boone,Insurance Company,Hamilton,,Bermuda,United States,91530,Standard
1718,Adrian & Jessie Archbold Charitable Trust,Belinda Cobb,Foundation,Tulsa,Oklahoma,United States,United States,3120000,Standard
219,Guilford College,Hope Walsh,College & University,Washington,District of Columbia,United States,United States,1627069,Standard
1795,Waters and Sons,Herman Vega,Cultural & Environmental,Mount Vernon,Virginia,United States,United States,142271,Standard
133,Gutenberg College,Hope Walsh,College & University,Washington,District of Columbia,United States,United States,1797027,Standard
245,Hamline University,Hope Walsh,College & University,Atlanta,Georgia,United States,United States,1777369,Standard
1458,Brookwood Baptist Medical Center,Cory Little,Hospital,Alamagordo,New Mexico,United States,United States,23186,Standard
1461,"Advertising Council, Inc.",Belinda Cobb,Foundation,Fremont,Michigan,United States,United States,78736,Standard
218,Aeon Group Environment Foundation,Belinda Cobb,Foundation,Washington,District of Columbia,United States,United States,174743,Standard
2476,Rath Group,Euduardo Munoz,Family,Porto Alegre,,Brazil,Latin America,41600,High
179,High Point University,Herman Vega,Cultural & Environmental,Los Angeles,California,United States,United States,7599473,Medium
1734,Hampshire College,Hope Walsh,College & University,Gettysburg,Pennsylvania,United States,United States,266005,Standard
475,Marks Group,Toby Maxwell,Family,Chicago,Illinois,United States,United States,108159,High
2431,Agape Foundation,Belinda Cobb,Foundation,Minneapolis,Minnesota,United States,United States,805158,Standard
2489,Agcs Foundation,Belinda Cobb,Foundation,Minneapolis,Minnesota,United States,United States,654451,Standard
1745,Agnes Gund Foundation,Colleen Hayes,Foundation,Chicago,Illinois,United States,United States,19028,High
2487,Marquardt-Kohler,Estelle Rowe,Corporation,Basel,,Switzerland,Europe ex UK,104000,High
204,Jacobson-Heaney,Erik Alvarez,Member Organization,Boston,Massachusetts,United States,United States,36026,Standard
2273,Ernser-Jenkins,Toby Maxwell,Family,Houston,Texas,United States,United States,241964,High
1947,Akc Fund,Colleen Hayes,Foundation,San Antonio,Texas,United States,United States,68903,High
1178,Alamo Rent A Car,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,6538,Medium
1860,Stehr Inc,Toby Maxwell,Family,Boston,Massachusetts,United States,United States,153972,High
1066,Hampton University,Alexander Simmons,College & University,Cambridge,,United Kingdom,United Kingdom,90553,Standard
2394,"Beahan, Predovic and Orn",Frank Garner,Corporation,Mountain View,California,United States,United States,0,Standard
1452,Lang Group,Toby Maxwell,Family,Chicago,Illinois,United States,United States,1248000,High
1856,Alan F. Kay & Hazel Henderson Foundation,Belinda Cobb,Foundation,Lewiston,Maine,United States,United States,206821,Standard
1444,Alsam Foundation,Elaine McKinney,Government,Riyadh,,Saudi Arabia,Middle East & Africa,3359048,High
232,Hanover College,Hope Walsh,College & University,Baltimore,Maryland,United States,United States,208968,Standard
1262,Alan H. Blank Enviro-Mental Foundation,Belinda Cobb,Foundation,New York,New York,United States,United States,30894,Standard
