user_id,website,answers,insights,market,obm,opd,ors_private,ors_public,PIOS,MMOS
2793,yes,,,yes,,,,,,
2795,yes,yes,yes,yes,,yes,,,yes,yes
2797,yes,yes,yes,yes,yes,,,,yes,yes
2798,yes,yes,yes,yes,yes,,yes,,,
2800,yes,yes,,yes,,,,,yes,yes
2801,yes,,,,yes,,,,,
2804,yes,yes,yes,yes,,,,,yes,yes
2805,,yes,yes,yes,,,,,,
2806,yes,,,,yes,,,,,
2807,,yes,yes,yes,,,,,,
2809,yes,yes,yes,yes,yes,,,,yes,yes
2811,yes,yes,,yes,,,,,yes,yes
2812,yes,yes,yes,yes,yes,,,yes,yes,yes
2815,yes,yes,yes,yes,,,,,,
2816,yes,yes,yes,yes,yes,,yes,,yes,yes
2818,yes,yes,yes,yes,,,,,yes,yes
2819,yes,yes,yes,yes,,,,,yes,yes
2821,yes,yes,yes,yes,yes,yes,,,,
2822,yes,yes,yes,yes,,,yes,yes,,
2823,,yes,yes,yes,,,,,,
2824,yes,yes,yes,yes,,,,,yes,yes
2826,,yes,yes,yes,,,,,,
2827,yes,yes,yes,yes,,yes,yes,yes,yes,yes
2828,,yes,yes,yes,,,,,,
2829,yes,yes,yes,yes,yes,,,,yes,yes
2830,yes,,,yes,,,,,,
2832,,yes,yes,yes,,,,,,
2833,yes,yes,yes,yes,,,,,yes,yes
2834,yes,,,yes,,,,,yes,yes
2835,yes,,,,,,,,,
2839,yes,,yes,yes,yes,,yes,,,yes
2840,yes,yes,yes,yes,,,,,,
2842,,,,yes,,,,,,
2845,yes,yes,yes,yes,,,,,yes,yes
2847,,yes,yes,yes,,,,,,
2848,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2850,yes,yes,yes,yes,yes,,,,yes,yes
2851,yes,,,,yes,,,,,
2853,yes,yes,yes,yes,,,,,,
2856,yes,yes,,yes,yes,yes,yes,yes,,
2857,yes,yes,yes,yes,yes,,yes,,yes,yes
2858,yes,yes,yes,yes,,,,,,
2859,yes,yes,yes,yes,,,,,yes,yes
2864,,yes,,yes,,,,,,
2866,,yes,yes,yes,,,,,,
2868,,yes,yes,yes,,,,,,
2869,yes,yes,yes,yes,,,,,,
2872,,yes,yes,yes,,,,,,
2875,,yes,yes,yes,,,,,,
2876,,yes,,yes,,,,,,
2878,yes,yes,yes,yes,,,,,yes,yes
2880,yes,yes,yes,yes,,,,,yes,yes
2881,yes,yes,yes,yes,,,,,,
2882,,yes,yes,yes,,,,,,
2883,yes,yes,yes,yes,,,,,yes,yes
2884,yes,,,,,,,,yes,yes
2887,yes,yes,yes,yes,yes,yes,,yes,yes,yes
2889,,yes,yes,yes,,,,,,
2890,yes,yes,yes,yes,yes,yes,,,,
2891,yes,yes,yes,yes,yes,,yes,,yes,yes
2893,,yes,yes,yes,,,,,,
2895,yes,yes,yes,yes,,,yes,yes,yes,yes
2896,yes,yes,yes,yes,,,,,yes,yes
2897,,yes,yes,yes,,,,,,
2898,yes,yes,yes,yes,yes,yes,,,yes,yes
2900,,yes,yes,yes,,,,,,
2905,yes,yes,yes,yes,yes,,,,,
2907,yes,,,,yes,,,,,
2911,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2913,,yes,yes,yes,,,,,,
2917,,yes,yes,yes,,,,,,
2918,,yes,yes,yes,,,,,,
2919,,yes,yes,yes,,,,,,
2920,yes,yes,yes,yes,yes,yes,,,,
2921,yes,yes,yes,yes,,,,,,
2924,,yes,yes,yes,,,,,,
2927,yes,yes,yes,yes,,,,,yes,yes
2928,yes,,,,yes,,,,,
2930,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2931,yes,,,,yes,,,,yes,yes
2932,yes,yes,yes,yes,,,,,,
2933,yes,yes,yes,yes,,,,,yes,yes
2935,,yes,yes,yes,,,,,,
2936,yes,yes,yes,yes,yes,yes,,,yes,yes
2937,yes,yes,yes,yes,,,,,,
2938,,yes,yes,yes,,,,,,
2941,yes,yes,yes,yes,yes,,yes,,,
2942,yes,,,,yes,,,,,
2943,,yes,yes,yes,,,,,,
2944,yes,yes,yes,yes,yes,,yes,yes,,
2945,,yes,yes,yes,,,,,,
2946,,yes,yes,yes,,,,,,
2947,yes,yes,yes,yes,,,,,,
2949,,yes,yes,yes,,,,,,
2950,,yes,yes,yes,,,,,,
2953,yes,yes,yes,yes,yes,,yes,,yes,yes
2954,yes,yes,yes,yes,yes,,yes,yes,,
2960,,yes,yes,yes,,,,,,
2961,,yes,yes,yes,,,,,,
2962,yes,yes,yes,yes,yes,,,,,
2963,yes,yes,yes,yes,,,,,yes,yes
2964,yes,yes,yes,yes,yes,,yes,yes,yes,yes
2965,yes,yes,yes,yes,yes,,,,,
2970,yes,yes,yes,yes,yes,,yes,yes,,
2971,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2974,yes,yes,yes,yes,yes,,yes,yes,,
2976,yes,yes,yes,yes,,,,,yes,yes
2977,yes,yes,yes,yes,,,,,,
2978,yes,yes,yes,yes,,,,,yes,yes
2980,yes,yes,yes,yes,,,,,,
2981,,yes,yes,yes,,,,,,
2982,,yes,yes,yes,,,,,,
2983,,yes,yes,yes,,,,,,
2986,yes,yes,yes,yes,,,,,,
2987,yes,,,,,,,,,
2988,,yes,,yes,,,,,,
2992,yes,yes,yes,yes,,,,,yes,yes
2997,yes,yes,yes,yes,,,,,yes,yes
2998,yes,yes,yes,yes,yes,,,,yes,yes
2999,,yes,yes,yes,,,,,,
3000,yes,,,,,,,,yes,yes
3001,yes,yes,yes,yes,,,,,yes,yes
3003,,yes,yes,yes,,,,,,
3004,,yes,yes,yes,,,,,,
3005,yes,,,,yes,,,,,
3007,yes,,,,yes,,,,,
3009,,yes,yes,,,,,,,
3010,yes,yes,yes,yes,yes,,,,yes,yes
3014,,yes,yes,yes,,,,,,
3016,yes,,,,yes,,,,yes,yes
3018,,yes,yes,yes,,,,,,
3024,yes,,,,,,,,,
3025,yes,yes,yes,yes,yes,yes,,,yes,yes
3027,yes,yes,yes,yes,yes,,yes,,,
3028,yes,,,,yes,,,,,
3029,yes,,,,,yes,,,yes,yes
3031,yes,yes,yes,yes,yes,yes,,,yes,yes
3032,yes,yes,yes,yes,,yes,,,yes,yes
3033,yes,yes,yes,yes,,,yes,yes,,
3034,,yes,yes,yes,,,,,,
3038,yes,,,,yes,,,,,
3039,yes,yes,yes,yes,,,,,yes,yes
3040,,yes,yes,yes,,,,,,
3043,yes,,,,,,,,yes,yes
3045,yes,,,,yes,,yes,yes,yes,yes
3046,yes,yes,yes,yes,,,,,yes,yes
3047,yes,yes,yes,yes,,,,,yes,yes
3049,yes,yes,yes,yes,,,,,yes,yes
3051,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3053,,yes,yes,yes,,,,,,
3055,yes,,,,,,,,yes,yes
3057,yes,yes,yes,yes,,,,,,
3058,yes,yes,yes,yes,,yes,,,yes,yes
3059,yes,,,,,,,,,
3060,yes,,,,yes,,,,,
3062,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3063,,yes,yes,yes,,,,,,
3064,yes,yes,,yes,,yes,,,,
3066,yes,yes,yes,yes,,,,,yes,yes
3068,yes,,,,yes,,,,,
3074,,yes,yes,yes,,,,,,
3077,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3080,yes,,,,yes,,,,,
3082,yes,,,,yes,,,,,
3083,,yes,yes,yes,,,,,,
3085,,yes,yes,yes,,,,,,
3088,,yes,yes,yes,,,,,,
3090,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3091,,yes,yes,yes,,,,,,
3092,yes,yes,yes,yes,,,,,yes,yes
3093,,yes,yes,yes,,,,,,
3095,yes,yes,yes,yes,,yes,,,yes,yes
3102,yes,,,yes,yes,yes,yes,yes,yes,yes
3105,,yes,yes,yes,,,,,,
3106,yes,yes,yes,yes,,,,,yes,yes
3107,yes,yes,yes,yes,,,,,yes,yes
3110,,yes,yes,yes,,,,,,
3113,yes,yes,yes,yes,,,,,,
3115,yes,,,,,,,,yes,yes
3116,,,,yes,,,,,,
3118,,yes,yes,yes,,,,,,
3119,yes,yes,yes,yes,,,,,yes,yes
3120,yes,yes,yes,yes,,,,,yes,yes
3121,yes,yes,yes,yes,,,,,,
3124,yes,,,,yes,,,,,
3125,yes,yes,yes,yes,,,,,yes,yes
3128,yes,yes,yes,yes,,,,,yes,yes
3129,yes,yes,yes,yes,,,yes,,yes,yes
3130,,yes,yes,yes,,,,,,
3132,,yes,,yes,,,,,,
3134,,yes,yes,yes,,,,,,
3135,,yes,yes,yes,,,,,,
3137,,yes,yes,yes,,,,,,
3140,,yes,yes,yes,,,,,,
3142,yes,yes,yes,yes,yes,,yes,,,yes
3143,yes,yes,yes,yes,,,,,yes,yes
3144,yes,yes,yes,yes,,,,,,
3146,,yes,yes,yes,,,,,,
3147,,yes,yes,yes,,,,,,
3149,,,,yes,,,,,,
3151,,yes,yes,yes,,,,,,
3152,yes,,,,,,,,yes,yes
3153,yes,yes,yes,yes,,,,,,
3154,,yes,yes,yes,,,,,,
3155,yes,,,,yes,,,,,
3157,yes,,,,,,,,,
3159,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3160,yes,yes,yes,yes,,,,,,
3163,yes,yes,yes,yes,,,,,yes,yes
3171,yes,,,,,,,,yes,yes
3172,yes,yes,yes,yes,,,,,,
3173,yes,yes,yes,yes,yes,,yes,,yes,yes
3175,yes,yes,yes,yes,yes,yes,,,yes,yes
3176,,yes,yes,yes,,,,,,
3180,yes,yes,yes,yes,yes,,yes,,yes,yes
3183,yes,yes,yes,yes,,,,,yes,yes
3186,yes,yes,yes,yes,,,,,yes,yes
3187,,yes,yes,yes,,,,,,
3188,,yes,yes,yes,,,,,,
3190,yes,yes,yes,yes,,,,,yes,yes
3191,yes,yes,yes,yes,,yes,,,yes,yes
3193,,yes,yes,yes,,,,,,
3194,yes,,,,,,,,yes,yes
3195,,yes,yes,yes,,,,,,
3199,yes,,,,,,,,yes,yes
3203,yes,,,,,,,,,
3205,,yes,yes,yes,,,,,,
3206,,yes,yes,yes,,,,,,
3208,yes,yes,yes,yes,yes,,,,yes,yes
3209,yes,yes,yes,yes,yes,,yes,yes,,
3210,yes,,,,yes,,,,,
3212,,yes,yes,yes,,,,,,
3214,yes,,,,,,,,yes,yes
3215,,yes,yes,yes,,,,,,
3216,yes,yes,yes,yes,,,,,yes,yes
3217,,yes,yes,yes,,,,,,
3220,yes,yes,yes,yes,yes,yes,,,yes,yes
3222,yes,,,,,,,,,
3223,yes,yes,yes,yes,,,,,,
3225,yes,yes,yes,yes,,,,,,
3226,yes,yes,,yes,,,,,,
3230,yes,yes,yes,yes,yes,yes,,,yes,yes
3233,yes,yes,yes,yes,,,,,,
3235,yes,yes,yes,yes,yes,yes,,,yes,yes
3236,,yes,yes,yes,,,,,,
3238,,yes,yes,yes,,,,,,
3239,yes,yes,yes,yes,yes,,yes,,,
3242,yes,yes,yes,yes,,,,,yes,yes
3244,yes,yes,yes,yes,,,,,,
3246,,yes,yes,yes,,,,,,
3247,yes,,,,yes,,,,,
3248,yes,yes,yes,yes,yes,,,,,
3249,yes,yes,yes,yes,yes,,yes,yes,,
3251,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3254,yes,yes,yes,yes,,,,,,
3255,,,,yes,,,,,,
3256,,yes,,yes,,,,,,
3259,yes,yes,yes,yes,yes,,,,yes,yes
3262,,yes,yes,yes,,,,,,
3263,,yes,yes,yes,,,,,,
3264,,yes,yes,yes,,,,,,
3265,,yes,yes,yes,,,,,,
3266,,yes,yes,yes,,,,,,
3267,,yes,yes,yes,,,,,,
3268,yes,yes,yes,yes,,,,,yes,yes
3270,,,,yes,,,,,,
3272,yes,yes,yes,yes,,yes,,,yes,yes
3274,yes,,,,yes,,,,yes,yes
3281,yes,,yes,yes,yes,,,,yes,yes
3282,yes,,,,,,,,,
3283,,yes,yes,yes,,,,,,
3284,yes,yes,yes,yes,,yes,,,yes,yes
3285,,yes,yes,yes,,,,,,
3286,,yes,yes,yes,,,,,,
3288,,yes,yes,yes,,,,,,
3289,yes,yes,yes,yes,yes,,yes,yes,,
3291,yes,,,,yes,,,,,
3292,,yes,yes,yes,,,,,,
3293,,yes,yes,yes,,,,,,
3294,yes,yes,yes,yes,yes,,,,,
3295,,yes,yes,yes,,,,,,
3296,yes,,,,,,,,yes,yes
3298,yes,,,,yes,,,,,
3299,yes,yes,yes,yes,,,,,yes,yes
3302,,yes,yes,yes,,,,,,
3303,,yes,yes,yes,,,,,,
3304,,yes,yes,yes,,,,,,
3306,,yes,yes,yes,,,,,,
3308,yes,yes,yes,yes,,,,,yes,yes
3309,,yes,yes,yes,,,,,,
3313,,yes,yes,yes,,,,,,
3314,yes,,,yes,,,yes,yes,yes,yes
3315,,yes,yes,yes,,,,,,
3317,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3319,,yes,yes,yes,,,,,,
3322,,yes,yes,yes,,,,,,
3324,yes,yes,yes,yes,,,,,yes,yes
3326,yes,yes,yes,yes,,,yes,yes,yes,yes
3328,,yes,yes,yes,,,,,,
3337,yes,,,,,,,,,
3340,,yes,yes,yes,,,,,,
3342,,yes,yes,yes,,,,,,
3344,yes,yes,yes,yes,,,,,,
3347,yes,yes,,yes,,,,,yes,yes
3348,yes,yes,yes,yes,yes,,,yes,yes,yes
3349,,yes,yes,yes,,,,,,
3350,yes,yes,yes,yes,,,,,,
3352,yes,yes,yes,yes,yes,,yes,,yes,yes
3355,,yes,,yes,,,,,,
3356,,yes,,yes,,,,,,
3357,yes,yes,yes,yes,,,,,yes,yes
3359,yes,yes,yes,yes,,,,,yes,yes
3360,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3362,yes,yes,yes,yes,,,,,yes,yes
3363,,yes,yes,yes,,,,,,
3365,yes,,,,yes,,,,,
3366,,yes,yes,yes,,,,,,
3367,yes,yes,yes,yes,,,,,yes,yes
3369,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3372,yes,yes,yes,yes,,yes,,,yes,yes
3373,yes,yes,yes,yes,,,,,yes,yes
3376,,yes,yes,yes,,,,,,
3379,yes,yes,yes,yes,yes,yes,,,yes,yes
3381,,yes,yes,yes,,,,,,
3385,,yes,yes,yes,,,,,,
3386,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3387,,yes,yes,yes,,,,,,
3388,yes,,,,yes,,,,,
3389,yes,,,,,,,,,
3390,yes,yes,yes,yes,,,,,yes,yes
3391,,yes,yes,yes,,,,,,
3392,yes,yes,yes,yes,,,,,yes,yes
3398,yes,yes,,yes,,,,,,
3401,,yes,yes,yes,,,,,,
3403,yes,yes,yes,yes,,,,,,
3404,,yes,yes,yes,,,,,,
3407,yes,yes,yes,yes,yes,yes,,yes,yes,yes
3409,yes,yes,yes,yes,,,,,,
3410,yes,yes,yes,yes,,,,,yes,yes
3414,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3416,yes,,,,,,,,yes,yes
3421,yes,yes,yes,yes,yes,yes,,,yes,yes
3423,yes,,yes,yes,yes,,,,yes,yes
3424,yes,yes,yes,yes,,,yes,,yes,yes
3425,yes,,,,yes,,,,,
3427,yes,,yes,,yes,,yes,,yes,yes
3428,yes,yes,yes,yes,,,,,yes,yes
3429,,yes,yes,yes,,,,,,
3433,yes,,,,yes,,,,,
3437,yes,,,,yes,,,,,
3438,yes,,,,yes,,,,,
3441,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3442,yes,,,,,,,,,
3443,yes,yes,yes,yes,,,,,yes,yes
3447,yes,yes,yes,yes,,yes,yes,yes,yes,yes
3449,yes,yes,yes,yes,,,,,yes,yes
3452,yes,yes,yes,yes,,,,,yes,yes
3453,yes,,,,yes,,,,,
3454,,yes,yes,yes,,,,,,
3456,yes,yes,yes,yes,,,,,yes,yes
3458,,yes,yes,yes,,,,,,
3459,,yes,,yes,,,,,,
3460,,yes,yes,yes,,,,,,
3461,yes,yes,yes,yes,yes,,,,yes,yes
3462,yes,yes,yes,yes,,,,,yes,yes
3463,,yes,yes,yes,,,,,,
3464,yes,yes,,yes,,yes,,,yes,yes
3469,yes,yes,yes,yes,,,,,yes,yes
3471,yes,yes,yes,yes,,,,,yes,yes
3474,yes,yes,yes,yes,yes,yes,,,yes,yes
3476,yes,yes,yes,yes,,,,,yes,yes
3477,,yes,yes,yes,,,,,,
3478,yes,yes,yes,yes,,,,,yes,yes
3480,yes,yes,yes,yes,yes,,,,,
3481,,yes,yes,yes,,,,,,
3484,yes,yes,,yes,,,,,yes,yes
3488,,yes,yes,yes,,,,,,
3490,,yes,yes,yes,,,,,,
3491,yes,yes,yes,yes,,,,,yes,yes
3492,,yes,yes,yes,,,,,,
3493,yes,yes,yes,yes,yes,yes,,,yes,yes
3495,yes,,,,yes,,,,yes,yes
3496,yes,yes,yes,yes,,,,,,
3497,yes,yes,yes,yes,,,,,yes,yes
3498,,yes,yes,yes,,,,,,
3499,yes,yes,yes,yes,,,,,yes,yes
3502,yes,yes,yes,yes,,,,,,
3505,,yes,yes,yes,,,,,,
3507,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3510,yes,yes,yes,yes,,,,,yes,yes
3512,,yes,yes,yes,,,,,,
3514,,yes,yes,yes,,,,,,
3516,yes,yes,yes,yes,,,,,yes,yes
3521,yes,yes,yes,yes,,,,,,
3522,yes,yes,yes,yes,,,,,,
3525,,yes,yes,yes,,,,,,
3526,yes,yes,yes,yes,,,,,,
3528,,yes,yes,yes,,,,,,
3529,yes,yes,yes,yes,,,,,yes,yes
3530,yes,yes,yes,yes,yes,,,,yes,yes
3531,yes,yes,yes,yes,yes,yes,yes,,yes,yes
3532,,yes,yes,yes,,,,,,
3534,yes,,,,,,,,,
3535,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3536,yes,yes,yes,yes,,yes,,,yes,yes
3537,yes,yes,yes,yes,,,,,,
3538,yes,yes,yes,yes,,,,,yes,yes
3542,yes,,,,,,,,yes,yes
3543,yes,yes,yes,yes,,,,,,
3544,,yes,yes,yes,,,,,,
3545,yes,yes,yes,yes,yes,,,,,
3546,,yes,yes,yes,,,,,,
3547,,yes,yes,yes,,,,,,
3548,yes,yes,yes,yes,,,,,,
3550,yes,yes,yes,yes,yes,yes,,,yes,yes
3552,yes,yes,yes,yes,yes,,yes,,yes,yes
3553,yes,,yes,yes,,,,,yes,yes
3557,,yes,yes,yes,,,,,,
3560,,yes,yes,yes,,,,,,
3563,,yes,yes,yes,,,,,,
3566,,yes,yes,yes,,,,,,
3567,,yes,yes,yes,,,,,,
3569,yes,yes,yes,yes,,,,,yes,yes
3570,,yes,yes,yes,,,,,,
3572,,yes,yes,yes,,,,,,
3573,,yes,yes,yes,,,,,,
3575,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3579,yes,,,,,,,,yes,yes
3580,yes,yes,yes,yes,,,,,yes,yes
3585,yes,yes,yes,yes,,,,,yes,yes
3588,yes,yes,yes,,,,,yes,yes,yes
3589,yes,yes,yes,yes,,,,,yes,yes
3592,yes,yes,yes,yes,,,,,yes,yes
3595,,yes,yes,yes,,,,,,
3597,,yes,yes,yes,,,,,,
3599,yes,yes,yes,yes,yes,yes,,,yes,yes
3600,,yes,yes,yes,,,,,,
3601,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3602,,yes,yes,yes,,,,,,
3604,yes,,,,yes,,,,,
3605,yes,yes,yes,yes,,,,,yes,yes
3606,,yes,,yes,,,,,,
3607,yes,yes,yes,yes,,,,,yes,yes
3608,yes,,,,yes,yes,,,yes,yes
3610,,yes,yes,yes,,,,,,
3611,yes,yes,yes,yes,,,,,yes,yes
3613,yes,yes,yes,yes,,,,,yes,yes
3614,,yes,yes,yes,,,,,,
3617,yes,yes,yes,yes,,,,,yes,yes
3618,yes,yes,yes,yes,,,,,yes,yes
3619,yes,yes,yes,yes,,,,,,
3620,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3621,yes,,,,,,,,yes,yes
3622,yes,yes,yes,yes,,,,,yes,yes
3623,yes,yes,yes,yes,,,,,,
3625,,yes,,yes,,,,,,
3626,,yes,yes,yes,,,,,,
3628,yes,yes,yes,yes,,,,,yes,yes
3629,yes,yes,yes,yes,,,,,yes,yes
3630,yes,yes,yes,yes,,,,,yes,yes
3633,yes,yes,yes,yes,,,,,,
3636,yes,yes,yes,yes,,,,,,
3637,yes,,,,,,,,yes,yes
3640,yes,yes,,yes,yes,,,,yes,yes
3642,,yes,yes,yes,,,,,,
3644,yes,,,,yes,yes,,,yes,yes
3645,yes,,,,,,,,,
3646,yes,yes,yes,yes,yes,,yes,yes,,
3647,,yes,yes,yes,,,,,,
3651,yes,yes,yes,yes,,,,,yes,yes
3652,,yes,yes,yes,,,,,,
3653,yes,yes,yes,yes,,,,,,
3654,,,,yes,,,,,,
3657,,yes,yes,yes,,,,,,
3658,yes,,,,yes,,,,,
3659,yes,yes,yes,yes,,,,,yes,yes
3663,yes,yes,yes,yes,,,,,yes,yes
3665,yes,yes,,yes,,,,,,
3666,yes,yes,yes,yes,,,,,yes,yes
3668,yes,yes,yes,yes,,,yes,yes,yes,yes
3669,,yes,yes,yes,,,,,,
3670,,yes,yes,yes,,,,,,
3671,yes,,,,,,,,yes,yes
3672,,yes,yes,yes,,,,,,
3673,,yes,yes,yes,,,,,,
3676,,yes,,yes,,,,,,
3677,yes,yes,yes,yes,yes,,,,,
3678,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3680,,yes,yes,yes,,,,,,
3685,yes,yes,yes,yes,,,,,yes,yes
3687,,yes,yes,yes,,,,,,
3688,,yes,yes,yes,,,,,,
3689,yes,,,,yes,,,,,
3690,yes,,,,,,,,yes,yes
3691,,yes,yes,yes,,,,,,
3695,,yes,yes,yes,,,,,,
3698,yes,yes,yes,yes,,,,,yes,yes
3699,yes,yes,yes,yes,,,,,yes,yes
3700,yes,yes,yes,yes,,,,,yes,yes
3703,yes,yes,,yes,yes,yes,,,yes,yes
3704,yes,,,,,,,,yes,yes
3705,,yes,,yes,,,,,,
3706,yes,yes,yes,yes,,,,,yes,yes
3710,,yes,yes,yes,,,,,,
3711,yes,yes,yes,yes,,,,,yes,yes
3712,yes,,,,,,,,yes,yes
3713,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3716,yes,yes,yes,yes,yes,,yes,,,yes
3717,yes,yes,yes,yes,,,,,yes,yes
3719,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3720,yes,yes,yes,yes,,,,,yes,yes
3724,yes,yes,yes,yes,,yes,,,yes,yes
3727,,yes,yes,yes,,,,,,
3732,,yes,yes,yes,,,,,,
3733,yes,yes,yes,yes,,yes,,,yes,yes
3735,,yes,,yes,,,,,,
3737,yes,yes,yes,yes,,,,,,
3739,yes,yes,yes,yes,,,,,,
3741,yes,yes,yes,yes,,,,,yes,yes
3742,,yes,yes,yes,,,,,,
3744,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3745,,yes,yes,yes,,,,,,
3746,yes,yes,yes,yes,,,,,yes,yes
3747,,yes,yes,yes,,,,,,
3751,yes,yes,yes,yes,yes,yes,,,yes,yes
3753,yes,yes,yes,yes,,yes,,,yes,yes
3755,yes,yes,yes,yes,,,,,,
3756,yes,,,,,,,,,
3758,yes,,,,yes,yes,,,yes,yes
3759,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3763,,yes,yes,yes,,,,,,
3764,,yes,yes,yes,,,,,,
3765,yes,yes,yes,yes,,,,,yes,yes
3766,yes,yes,yes,yes,,,,,,
3768,yes,yes,yes,yes,,,,,yes,yes
3769,yes,yes,yes,yes,,yes,,,yes,yes
3772,yes,yes,yes,yes,,,,,,
3778,,,yes,yes,,,,,,
3781,,yes,yes,yes,,,,,,
3782,,yes,yes,yes,,,,,,
3788,yes,yes,yes,yes,,,,,yes,yes
3791,,yes,yes,yes,,,,,,
3792,yes,,,,,,,,yes,yes
3793,,yes,yes,yes,,,,,,
3794,yes,yes,yes,yes,,,,,yes,yes
3795,,yes,yes,yes,,,,,,
3796,,yes,yes,yes,,,,,,
3799,yes,yes,yes,yes,,,,,yes,yes
3801,,yes,yes,yes,,,,,,
3802,yes,yes,yes,yes,,,,,yes,yes
3804,yes,yes,yes,yes,,,,,,
3805,yes,yes,yes,yes,,,,,yes,yes
3806,yes,,,,yes,,,,,
3808,yes,,,,yes,,,,,
3816,,yes,yes,yes,,,,,,
3817,yes,,,,,,,,,
3819,,yes,yes,yes,,,,,,
3820,yes,yes,yes,yes,,,,,yes,yes
3821,,yes,yes,yes,,,,,,
3823,yes,yes,yes,yes,,,,,,
3826,,yes,yes,yes,,,,,,
3828,yes,yes,yes,yes,,,,,yes,yes
3829,yes,,,,,,,,yes,yes
3830,,,yes,yes,,,,,,
3834,,yes,yes,yes,,,,,,
3835,yes,,,,yes,,,,,
3836,yes,yes,yes,yes,,,,,yes,yes
3837,yes,,,,yes,,,,,
3840,yes,yes,yes,yes,,,,,yes,yes
3841,yes,yes,,yes,yes,,yes,,,yes
3842,yes,yes,yes,yes,,,,,yes,yes
3844,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3846,yes,yes,yes,yes,yes,,yes,yes,yes,yes
3848,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3849,yes,yes,yes,yes,,,,,yes,yes
3850,,yes,yes,yes,,,,,,
3851,yes,yes,yes,yes,yes,yes,,,yes,yes
3853,yes,yes,yes,yes,,,,,yes,yes
3856,yes,yes,yes,yes,yes,,,,,
3857,,yes,yes,yes,,,,,,
3858,yes,,,,,,,,yes,yes
3859,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3863,yes,yes,yes,yes,,,,,yes,yes
3866,yes,yes,yes,yes,,,,,,
3867,yes,yes,yes,yes,,,,,yes,yes
3870,,yes,yes,yes,,,,,,
3871,yes,yes,,yes,,,,,,
3873,yes,yes,yes,yes,yes,yes,,,yes,yes
3875,yes,yes,yes,yes,,yes,,,yes,yes
3877,yes,yes,yes,yes,yes,yes,yes,,yes,yes
3880,yes,yes,yes,yes,,,,,,
3882,,,yes,yes,,,,,,
3884,yes,yes,yes,yes,,,,,yes,yes
3885,yes,yes,,yes,yes,,yes,,yes,yes
3886,yes,yes,yes,yes,,yes,,,yes,yes
3888,yes,yes,yes,yes,,,,,yes,yes
3892,yes,,,,,,,,yes,yes
3894,,yes,yes,yes,,,,,,
3895,,yes,yes,yes,,,,,,
3897,yes,,,,,,,,,
3900,yes,yes,,yes,yes,yes,,,yes,yes
3901,yes,yes,yes,yes,,,,,yes,yes
3902,yes,yes,yes,yes,yes,yes,,,yes,yes
3903,yes,yes,yes,yes,yes,,yes,,yes,yes
3904,,yes,yes,yes,,,,,,
3906,yes,yes,yes,yes,,,,,yes,yes
3907,yes,yes,yes,yes,,,,,yes,yes
3909,,yes,,yes,,,,,,
3910,,yes,yes,yes,,,,,,
3913,,yes,,yes,,,,,,
3916,yes,yes,yes,yes,,,,,,
3923,,yes,yes,yes,,,,,,
3924,yes,yes,yes,yes,,,yes,yes,yes,yes
3925,yes,yes,yes,yes,,,,,yes,yes
3926,yes,yes,yes,yes,,,,,yes,yes
3931,yes,yes,yes,yes,,,,,yes,yes
3934,,yes,yes,yes,,,,,,
3938,yes,yes,yes,yes,,,,,,
3942,,yes,yes,yes,,,,,,
3945,,yes,yes,yes,,,,,,
3946,yes,yes,yes,yes,,,,,,
3947,,yes,yes,yes,,,,,,
3953,,yes,yes,yes,,,,,,
3956,,yes,yes,yes,,,,,,
3957,yes,yes,yes,yes,yes,,yes,,yes,yes
3958,yes,,,,,,,,,
3960,yes,yes,yes,yes,,,,,,
3961,yes,,,,yes,,,,yes,yes
3964,yes,yes,yes,yes,yes,,yes,,yes,yes
3965,yes,yes,yes,yes,,,,,yes,yes
